Country_Name,Country_Code,Time,Time_Code,Internet_users_per100person,Fixed_broadband_subscriptions,Fixed_broadband_subscriptions_per100people,Fixed_telephone_subscriptions,Fixed_telephone_subscriptions_per100people,ICT_goods_exports_%_total_goods_exports,ICT_goods_imports_%_total_goods_imports,ICT_service_exports_%_of_service_exports,ICT_service_exports_current_US$,Mobile_cellular_subscriptions,Mobile_cellular_subscriptions_per_100_people,Secure_Internet_servers,Secure_Internet_servers_per_1million_people
Chile,CHL,1996,YR1996,0.68347561,..,..,2151000,14.67025382,..,..,21.10280964,757223289.6,319474,2.178877112,..,..
Chile,CHL,1997,YR1997,1.057092496,..,..,2693286,18.10921907,..,..,18.57781173,723074057.9,409740,2.75502543,..,..
Chile,CHL,1998,YR1998,1.662322022,..,..,3046698,20.21374287,..,..,18.13078758,716581316.9,964248,6.397437861,..,..
Chile,CHL,1999,YR1999,4.103419297,..,..,3108799,20.36482047,..,..,17.63928914,682519833.4,2260687,14.80909023,..,..
Chile,CHL,2000,YR2000,16.6,7680,0.049694579,3302498,21.36930306,0.164702785,10.19168294,20.62819037,842303966.7,3401525,22.01007195,..,..
Chile,CHL,2001,YR2001,19.1,66723,0.426637042,3478492,22.24200857,0.175476536,9.096379025,19.80129136,819531540.9,5100783,32.61518474,141,9.180633057
Chile,CHL,2002,YR2002,22.1,188454,1.191274932,3467013,21.91604146,0.207033464,8.568338204,22.1096966,969999000,6244310,39.47217874,..,..
Chile,CHL,2003,YR2003,25.47377889,352234,2.202060084,3252063,20.33091105,0.681159474,8.073488702,21.08907325,1069370268,7268281,45.43908728,233,14.8131496
Chile,CHL,2004,YR2004,28.17791012,478883,2.961874455,3345102,20.68933782,0.426422721,8.728756335,18.61047648,1123010567,9261385,57.28133939,274,17.21849752
Chile,CHL,2005,YR2005,31.17534703,708564,4.336974451,3460645,21.18189599,0.491196138,8.241119413,18.35102554,1309321100,10569572,64.69417543,343,21.30888622
Chile,CHL,2006,YR2006,34.49775117,1011646,6.129505051,3383597,20.50102002,0.442179237,8.843106494,18.61047294,1457614000,12450801,75.43868865,368,22.60480028
Chile,CHL,2007,YR2007,35.9,1302310,7.812816833,3459611,20.75489481,0.428482766,7.502538436,19.52940893,1750396861,13955202,83.7200337,482,29.27830615
Chile,CHL,2008,YR2008,37.3,1427178,8.479367821,3524790,20.94202048,0.473662583,6.182781314,19.02753471,2059515708,14796593,87.91177733,589,35.38400355
Chile,CHL,2009,YR2009,41.56,1654676,9.73812612,3555311,20.92377415,0.543726083,7.349542871,17.8717728,1517819782,16450223,96.81312008,664,39.4534579
Chile,CHL,2010,YR2010,45,1789355,10.43309451,3459367,20.17034231,0.371476916,7.866353787,20.19397492,2251372660,19852242,115.7513836,904,53.12944166
Chile,CHL,2011,YR2011,52.24960729,2011244,11.62001286,3370104,19.47086073,0.360190225,7.11203822,21.50648648,2818485724,22315248,128.9269073,1165,67.72741952
Chile,CHL,2012,YR2012,55.05,2166330,12.40396834,3292502,18.85220192,0.34079489,7.204907216,24.08665088,2983580274,23940973,137.0811793,1435,82.52610629
Chile,CHL,2013,YR2013,58,2295169,13.02614663,3347231,18.99708554,0.434066237,7.941909058,26.0471716,3218207649,23661339,134.2890529,1649,93.82201117
Chile,CHL,2014,YR2014,61.11,2489717,14.00852457,3427749,19.2864113,0.499691244,7.179471647,27.17575483,2992273364,23680718,133.240814,2267,127.6273745
Chile,CHL,2015,YR2015,64.289,2719439,15.17200175,3445880,19.22488329,..,..,30.36183922,2968494503,23206353,129.4703901,2605,145.1403797
Chile,CHL,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1970,YR1970,..,..,..,..,..,..,..,..,..,0,0,..,..
Cuba,CUB,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1975,YR1975,..,..,..,..,..,..,..,..,..,0,0,..,..
Cuba,CUB,1976,YR1976,..,..,..,197000,2.064167745,..,..,..,..,0,0,..,..
Cuba,CUB,1977,YR1977,..,..,..,197000,2.044911445,..,..,..,..,0,0,..,..
Cuba,CUB,1978,YR1978,..,..,..,196000,2.018535719,..,..,..,..,0,0,..,..
Cuba,CUB,1979,YR1979,..,..,..,211000,2.158321141,..,..,..,..,0,0,..,..
Cuba,CUB,1980,YR1980,..,..,..,..,..,..,..,..,..,0,0,..,..
Cuba,CUB,1981,YR1981,..,..,..,232100,2.34771037,..,..,..,..,0,0,..,..
Cuba,CUB,1982,YR1982,..,..,..,244000,2.457054662,..,..,..,..,0,0,..,..
Cuba,CUB,1983,YR1983,..,..,..,255000,2.556369963,..,..,..,..,0,0,..,..
Cuba,CUB,1984,YR1984,..,..,..,256500,2.557690632,..,..,..,..,0,0,..,..
Cuba,CUB,1985,YR1985,..,..,..,268600,2.660190829,..,..,..,..,0,0,..,..
Cuba,CUB,1986,YR1986,..,..,..,287800,2.826087597,..,..,..,..,0,0,..,..
Cuba,CUB,1987,YR1987,..,..,..,370400,3.60103909,..,..,..,..,0,0,..,..
Cuba,CUB,1988,YR1988,..,..,..,353300,3.398334864,..,..,..,..,0,0,..,..
Cuba,CUB,1989,YR1989,..,..,..,304107,2.895182341,..,..,..,..,0,0,..,..
Cuba,CUB,1990,YR1990,0,..,..,336648,3.175672572,..,..,..,..,0,0,..,..
Cuba,CUB,1991,YR1991,..,..,..,339057,3.173255618,..,..,..,..,0,0,..,..
Cuba,CUB,1992,YR1992,..,..,..,336945,3.132073006,..,..,..,..,234,0.002175148,..,..
Cuba,CUB,1993,YR1993,..,..,..,349000,3.225046022,..,..,..,..,500,0.00462041,..,..
Cuba,CUB,1994,YR1994,..,..,..,349471,3.21239715,..,..,..,..,1152,0.010589381,..,..
Cuba,CUB,1995,YR1995,9.17E-05,..,..,353163,3.230539517,..,..,..,..,1939,0.017736898,..,..
Cuba,CUB,1996,YR1996,0.031949001,..,..,356158,3.24347372,..,..,..,..,2427,0.022102299,..,..
Cuba,CUB,1997,YR1997,0.068220214,..,..,370800,3.36349442,..,..,..,..,2994,0.027158313,..,..
Cuba,CUB,1998,YR1998,0.226699199,..,..,387642,3.503659689,..,..,..,..,4056,0.036659711,..,..
Cuba,CUB,1999,YR1999,0.314690541,..,..,433762,3.907209604,..,..,..,..,5136,0.046263685,..,..
Cuba,CUB,2000,YR2000,0.541182549,..,..,488606,4.386674012,0.076903513,4.444166975,..,..,6536,0.058679798,..,..
Cuba,CUB,2001,YR2001,1.079751722,..,..,574415,5.139965093,0.191876016,5.163416184,..,..,8579,0.076766381,2,0.17934852
Cuba,CUB,2002,YR2002,3.770585038,..,..,665639,5.936778265,0.291204691,5.433802828,..,..,17851,0.159211568,..,..
Cuba,CUB,2003,YR2003,5.241269054,..,..,724261,6.440207769,1.976765195,4.845225091,..,..,35356,0.314389406,1,0.089167591
Cuba,CUB,2004,YR2004,8.407984759,..,..,768196,6.814257644,0.864410282,4.465708263,..,..,75797,0.672354824,1,0.088962589
Cuba,CUB,2005,YR2005,9.738062208,..,..,855958,7.580163722,0.864201076,2.644326783,..,..,135534,1.200257384,1,0.08880165
Cuba,CUB,2006,YR2006,11.15960131,..,..,961573,8.508667298,0.678167347,2.053227396,..,..,152715,1.351328632,1,0.088690231
Cuba,CUB,2007,YR2007,11.69,1946,0.017218688,1055118,9.335944392,..,..,..,..,198252,1.75418261,1,0.088620719
Cuba,CUB,2008,YR2008,12.94,2246,0.01988252,1088089,9.632213223,..,..,..,..,331736,2.936664083,1,0.088572084
Cuba,CUB,2009,YR2009,14.33,2883,0.025538528,1119786,9.919419433,..,..,..,..,621156,5.502396795,..,..
Cuba,CUB,2010,YR2010,15.9,3706,0.032849461,1163625,10.31420784,..,..,..,..,1003015,8.890583462,1,0.088431928
Cuba,CUB,2011,YR2011,16.0172908,4421,0.039206981,1193415,10.58362354,..,..,..,..,1315141,11.66313248,..,..
Cuba,CUB,2012,YR2012,21.2,5013,0.044477146,1216522,10.79342242,..,..,..,..,1681645,14.92016162,1,0.088162967
Cuba,CUB,2013,YR2013,27.93,5360,0.047578346,1237276,10.98275116,..,..,..,..,1995698,17.71492741,5,0.440043811
Cuba,CUB,2014,YR2014,29.07018437,7793,0.069218216,1264817,11.23423283,..,..,..,..,2530752,22.47839584,4,0.35152131
Cuba,CUB,2015,YR2015,31.10797021,8157,0.072514511,1295857,11.51997509,..,..,..,..,3335346,29.65072755,6,0.526798133
Cuba,CUB,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
